text,L1
"personal success 
 One of the things that I have been success did to learn ride a bicycle . one of the things that my parents taught me how in control of the direction ,and how to get on&off the bicycle ,and asked me to practice ride Bicycle every evening for 2-3 hours more than 2 months . For example ,I would practice how to ride bicycle to turn left or right then turn back around a cycle , and how to get on and off bicycle when it's running .The second thing that contributed to my success in riding a bicycle was that I received an old bicycle from my mother . the old bicycle had a low (not high )seat ,so I could easily and conveniently ride and get off the bicycle . The final things that contributed to my success to ride bicycle was that I had a good and strict bicycle teacher --my parents . my parents would correct my mistakes and help , teach me how become a successful bicycle rider.",Chinese
"If I can save energy in my life,I want to do like this.First,I don't drive a lot of car,and use bus to go to school so I can save a little gas that I use in everyday.Then,I can watch a little times for TV,so I can save the electricity.Actually,my apartment rent fee include all of the stuff except electricity so I need to save the electricity fee for my apartment.The last thing I need to save energy that is air conditioner.Air conditioner use a lot of electricity so I can use a short time for the air conditioner.All of these things that can save the energy in my everyday life.",Korean
I'll make Thankgiving's plan quickly So I'll play.,Korean
"The presdent analyzed the situation before making a decision.

Architects should analyze the site given to them before processing their idea.",Korean
I will come back the United States,Chinese
"I have already traveled Europe. I went many countries such as France, Germany, Spain, Italy, Swiss and Hungary. However, I have never been in Japan. Japan is close to my country but I haven't gone there. If I finish my study here in the U.S , I would like to. I would like to travel the hole country. I have never been in Tokyo. Tokyo might my first city that I might visit. I would like to go to the museum. I have never seen the Japanese Samurai. Moreover, I haven't met my uncle since 1999. He have lived in Japan for 8 years. I would like to see him.",Korean
"Hongsick Kim is comedian in Korea. However, he has been a institute teacher for many years. He has worked in university since he graduated his school. He has been a member of 'Smiling club' in Korea since 2002. 'Smiling club' is kind of comedy program. I've watched that program since he came. He has rest that program since he brake his leg. He will come back soon.",Korean
I think is the weather very specific about pittsburgh.,Chinese
is used to going,Chinese
people who in China and Taiwan,Chinese
I will buy a big house in the country,Chinese
"Topic: The Characteristics of A Good Friend
     A good friend should have several important qualities. First, he/she should treat friends well. For example, he/she can share experiences with me or give me advice when I am confused or before I do something. And he/she also can support me when I need a favor. On the other hand, he/she should have some decent or positive qualities such as being honest, kind, and having ethical values. If he/she is an honest person, he/she will not lie to me. In addition, a kind person likes to help people and cares the friends often. Lastly, I think if he/she has ethical values, he/she can teach me to do things in the right way. All in all, when I look for a good friend, I will focus on what he/she does with friends and his/her personality.",Chinese
"Yes, I will",Korean
"If I'm going to live alone on a deserted island, I'll take some chocolates, fresh water, solar radio, fishing equipment and a book, Navigating by the stars. Fresh water is very important to human. People can't be alive without fresh water for 3 days in deserted island. I think sometimes it's hard to find the water source. Chocolate contain high calories if you can't find any food, calories maybe can help you to spend the tough time. Solar radio will give you much information. If you are lost, you need a book to tell you how to recognize the directions, and the stars are the good coordinates. If you have fishing equipment, you can hunt fish it will extend your life and have some fun.",Chinese
The difference is the Saudi culture eat with hand but the American culture eat with spoon.,Arabic
"Science and Education"" Movie
 The ""Science and Education"" movies are my favorite movie. The movie can tell ours so much knowledge about the world. For example, the movie ""I am not stupid"", this movie can tells ours parents how to tough children. The day for children now, they are not like many years ago, they have mind and idea for themselves. They wanted their parents to make friend with them, and they want to their parents who to respect them. The parents have some thing talk with them. They don't wash their parent push them to do that they don't do thing. In this world had many parents like to push their children to do something for their children don't like. I have a friend, his parent want to him study ""commerce of business"", but he didn't like the program. He is unhappy very day in the school. The ""science and education"" move can tell ours the environment needs ours who to safeguard. For example, the movie ""the day after tomorrow"" is tells ours the world can swim like a tailor's goose in the after tomorrow. The polar iceberg will be thaw. Why is it can happened? Because our didn't to safeguard ours environment. The elevators temperature has touch the world's people live. The polar iceberg has thaw, the elevators sea level submerge city for the world. So the ""the day after tomorrow"" teach our how to safeguard environment for the word. It is very important. And the ""science and Education move"" can tell our the science can help human improve life, but if it is use in the wrong, the science can destroy the world. For example, the move ""Fringe"", in this move has some people use science to kill people. It is very scare of the scientists. So this is why I like ""science and Education"" move. I can knowledge in this movie.
",Chinese
"She is happy.
Because she went to a school party last friday and it was a lot of fun. she tolked with a Japanese guy and Italian woman. 
There're going sightseeing together this weekend.",Korean
"My success on blind typing
Now I still think that's a success of my fluent blind typing . Nowadays, blind typing is very normal, but when we had computers in the early 1990s, most of us couldn't do it well. There were three reasons that I could do blind typing successfully. First, I changed my thoughts. I thought that I needn't type blindly in the beginning because I wasn't a typist. However, I found that I couldn't use the computer quickly if I didn't type blindly. So I made a decision to learn blind typing. Second, I installed the typing software in my computer. I followed the shows in the software to put my fingers on the keyboard and began to study blind typing step by step. At first, I made the progress very slowly, and sometimes I even wanted to quit because it's very hard and boring. Fortunately I didn't give up. I persisted in practicing and I practiced 10 minutes each time and twice every day. Finally, I could type much faster than before. Third, I played some games about typing on the computer. I could get some scores in the games. If you want to get a high score you must typing fast, and this made the typing interesting. Two weeks later, I could type very faster and correctly.",Chinese
"course : How long is the course for ELI class?
distance : When you`re driveing, you must Keep a good distance from the car ahead.
enjoy : I enjoy working with you.
moment : Wait a few moments, please.
twice : I play pingpong twice a week.
improve : Keep study hard! you`re improving.
program : Have you used this word processing program?
skill : She has the skills we're looking for.
thought : I thought you brought it with you.
got : I got on the bus as last weekdays.",Korean
" Most of people need to get a rest after they had a long time at the work, study, or any other doing. For me, I usually take a trip in the summer or the spring, when the weather is good . I visit many places, where I spend a lot of time. Now I will describe a trip that I have taken in 2000, in the summer. After, I had a lot of studies for my Master degree, I went to the beach with some friends by cars in a city named Sobrata. Sobrata is a beautiful city, it has a nice beach and many antiquities. We stayed there three days. We spent much time swimming ,we played several games ,we visited many museums in the city. We interested and enjoyed a lot in that trip.",Arabic
"Aziz called his family in Saudi Arabia,but they were outside and missed his call.",Arabic
"In my opinion, the most appropriate age to be to drive is 25.",Arabic
"1 - the life in my country cheaper than the life in the usa

2- the life in US. better than my country

3- the life in US more freedom than my country

4- study english in my country easier than study english in the US 

5- the weather in US more beautiful than my country
",Arabic
" OSS homework #1
 1.In the morning Ichack my homework,and I bring my pen and my book. 
 2.Every day when I wake up I Put on my T-shirt,and I put on my pants.I wash my face,and brush my teeth.Than I make breakfast for my family. After breakfast I take lunch for myself. ",Chinese
"Success
 

 On of the things that I have been successful at the money earn. I have been work at the company. So that I have done saving at the money. Second, I have been establishment my company. My company earned a lot of money. And I have been growing at the company; I hearing another people advice, Saw many information in the internet. And I have reading many books related company. So that I'm successful at the money earn.",Korean
"Hi,
I would like to write a small story about my friend Tuba. I asked her some questions to get some information about something that she has done it during trips or gurneys. She told me that once she has taken a long car trip. She spent about 20 hours between Istanbul and Trabzon. Also she has ridden a horse twice, Once in Istanbul in Turkish and another one in Syria. Another thing that she told me she has eaten unusual dissert in her neighbor's house. Another trip that she has been on a boat in Chanacaleh in Turkish. Also she has gone camping, but it was exciting camping. It was camping just for women. They spent two days and she told me that it was fantastic. They could do anything without men. 
",Arabic
"1- First advantage, ELI teachers are professional and have a good ways to let the lessons interesting with some fun.

2- Second advantage, the Cathedral of learning has developed equipment for best and easier explanation and understanding.

3- Third advantage, the city of Pittsburgh makes the ELI outside activities more interesting and fun.
",Arabic
"I am always in a responsible position in my family as mom of my children and as wife of my husband. 

",Korean
"Now i am live with my friend in downtown, but i will change to new home in oakland.",Arabic
"The structure of ELI classes is concluding five classes that are Listening, Speaking, Grammar, Reading and Writing. ELI focus every class and has routine exam.",Chinese
my react will be the same to him or her ,Arabic
"1- This good for my job and increase my price in the market.
2- I can making new friends because English is language of the world. ",Arabic
Many used the stars to describe a person's character and to say what will happen in the future.,Korean
I will watch TV,Korean
"List 
See blue sky blue water beautiful girls running children birds flying 
 Dancing girls teamplayers waterball boats plane 
Taste fish drink ice soda BBQ fresh fruits 
Fell con 
",Chinese
"As soon as I drink water, I'll go to bed.

As soon as I finish homework, I'll go to bed.

As soon as I take a shower, I'll go to bed.",Korean
"I can paid attention to the teacher and respond to questions.
I don't late in class. I will do my homework.",Korean
"When I was 10 years old, I couldn't speak English well . Now I can speak English . 15 years ago, my brother could speak English very well .
15 years ago, I wasn't able to drive a car because I didn't have a licence. Now I can drive a car. 15 years ago, I couldn't dance. Now Iam able to dance.

 ",Arabic
These two cities are on opposite sides of the state.,Chinese
"I will put 5 items in time capsule such as some money, a lot of my younger pictures, diary, a few shoes, my dream.
Let me explain why. First, money is very important because when I and my family sick I can go to hospital and check pay bill. Second, I can remember my youth from my younger pictures. Third, My diary is my history, so I can reminder my past. Next, I love shoes I think all most women likes shoes. Finally, I will write my dream. I know what kind of person.
For these reasons I will put these items. ",Korean
 I have one brother.,Chinese
"many devotees, or fans, of stinky tofu",Korean
"* Food, phone, books and travel.",Arabic
There are many ways to serve stinky tofu.,Arabic
"Sorry,you can't.",Arabic
"On yesterday, I visited Andy Wohor Museum in Pittsburgh with Min-Kyu.
I thank that the artist is very singular.",Korean
He became internationally famous for his novels and poetry.,Korean
"until I take a shower.

",Korean
"Hello, Peter. Today is so so. It is snowing. ",Korean
"I had a wonderful trip with my family in last year. The trip had four people and a dog in California. First day, we flew to Las Vegas from Pittsburgh. We stayed in Las Vegas for two days. Las Vegas has a beautiful street and many shows for visitors. There are many famous city buildings in the stress such as New York, Egypt, and France. We spent much time to see them. We also took some pretty pictures and ate much delicious food in Las Vegas. Then, we went to Grand Canyon National Park next day. That is amazing place. There have a powerful and inspiring landscape. Most of visitors wore heavy coat because the weather is cold. I didn't prepare enough clothes for my kids. I bought a few clothes for them. I also spent too much money for the clothes. San Diego was the second place that we visit. I love here because it is a beautiful city. We went to a beach to watch seals. Many seals swam in the sea. Some of the seals lay on the beach. We can't feed any food to them. We should keep some distance form the seals to avoid bothering them. In addition, there are a lot of stores for shopping. But, you need to prepare enough money for shopping. The end of trip is the Walt Disney Land. This is our favorable place. We saw many parks in the Walt Disney Land. We stayed there for 12 hours because there is big play ground. We didn't have enough time to get to all of the activities. We also spent a little time for getting our lunch and dinner. This is a wonderful experience for my family. ",Chinese
"Haste makes waste because every thing needs to be done step by step. If you save some time, you will make some mistake. The result will be defeat. You will waste more than time. For example, I always want to go fast. But I usually forget something when I am quick. Once, my favorite movie was coming on. But I needed to cook. So I decided to cook as fast as possible. I used the strongest firepower and the least water. Finally, I finished cooking before the movie started. But, my dinner was bad. The outside of the food was burned, and the inside was still raw. Also I forgot to add salt. I was very hungry when I was watching the movie. This is a lesson. If you want successful, you should not hasten. Haste will waste your time and money. ",Chinese
"My living room is small,but it is comfortable for me. When you walk in the door, the first thing you can see a fresh flowers on the window directly in front of you. My desk fits perfectly under the window. I use it putting my family's picture and some arts. On the right the window,put a coupe of safa, it is my favorite color! I put a table in the front of safa ,keep coffee or water on it. On the left the window, put a",Chinese
Our writing class consists of 1 teacher and 10 students.,Korean
The tour guide emphasized that we should stay on the path.,Chinese
" If you are the person in charge, planning a party could be complicated. If you think about informal party for college students, you will have got lots of things to do such as gathering people, preparing some food and security for the party. The following steps will help you when you planning a party.
 

 There are some things to do before the party. First, booking a place is important. The place doesn't have to be too big. After that, you should invite some people. You can also ask them to bring some food because you cannot prepare all food for them.

During the party, you should pay attention to what is going on. Many things could happen. People can get hurt or quarrel. As I said, you should watch everything. And, you should make them remember what the purpose is so we can celebrate ourselves in a desirable way.


 You know that being a person in charge of a party is difficult. However as a responsible person, do not make careless party. Although it is hard, you can have them be happy with thorough plans.

",Korean
"If you will be late from the workplace, you should make a phone call to your wife.",Korean
"Lily is a student for learn to English. 
She is from Taiwan.",Korean
"Yes, I think that is good. 
The creating art (or something) give a sense of achievement. 
It is not important whether that is temporary or not.
",Korean
"I want ask:
Why are you go to government?
The to do government is my wish.
What is you favorite sport?
My favorite sport is running.
When did you graduate you high school?
In 1987, I graduate my high school.
How do you do in your relax?
I watch movie in my relax time.
What kind of movie do you like?
Every kind of movie are my like.
Who is you important person in you life?
What time did you stay in your office?
",Chinese
I live in Mt. Lebanon.,Korean
I failed the test because I didn't study.,Korean
I ate rice with meat.,Arabic
"I'm getting ready for the party tonight. So, I've already prepared KimChi, and I've already bought the fatback, but I haven't prepared invitations yet. ANON_NAME_0 is helping me about party. He has alreay gotten the soda, and he has already gained the place. But he hasn't carried soda yet. Very important thing is SoJu. Fortunately, TeaHoon has aleadly bought the SoJu.",Korean
today is october 2.,Korean
he wasn't able to score a goal,Korean
"I don't know.
I think my clessmate and 5people another cless to taking about in the ELI.",Korean
She takes a shower after she gets dressed.,Chinese
I can think about the meaning of the whole sentance to guess what they are talking about.,Chinese
Car is useful for us.,Korean
"Sure, I can do it.",Chinese
The requirements for getting a visa are passport and I20.,Arabic
" Yes,it should be illegal.Because,when children were prevented to go to school,that will delay thier education.Also, this peroid of learning is very important for the child.We have old Wisdom say "" learing at young age like inscription on a stone"".

",Arabic
* It is same. Palm readers believe that these lines and marks on the hand can tell us something about our personalities.,Arabic
"The famous mean to that its know by lot of people.The popular mean to that its like by lot of people.The common mean to that its know by a little people.For example,classical music is very famous,but not popular.Now popular music is pop punk and rap.Then understandable music is common.It is not famous ,and not popular.",Chinese
[F] Pittsburghers and Philadelphians both need to know more about the city on the other side of the state.,Korean
It was organized registration.,Arabic
He became internationally famous for his novels and poetry.,Korean
"My birthday is Jan, 25.",Chinese
" A Person Who Has Made a Difference: My Best Friend Sara 
 My friend Sara was born in 1991. She was a university student. I met her about ten years. Sara knew everything about me. In facts we are the same age, but she looks more like an old sister to take care of me. When i have some trouble about study, in which she always give a good advice for me. She is very kindness. For example, in the week she likes to go to hospital to be a volunteer. My best friend Sara is a nice and smart girl, she is a present in university of Beijing. She is very popular in her school. That is why i choose her as good example.
",Chinese
"                                 ANON_NAME_0

     My father is also my friend.  He is smart, so I always ask him if I have problems.  I was argute with my husband and I left home, but my father help me to make up. My father is wise, and I always trust him.  He gives me advice, always cares about me and asks me if I need assistance.  He always makes me optimistic.  Sometime he is tough with me, but I think this is good for me to become brave.  He loves me and has made a big difference in my life.  My father is my idol.  When I wrote this paragraph, I was miss him and I was start to cry. ",Arabic
"No, I can,t. I have not medicine.",Korean
"Yes, I think it is not easy to define a legal definition of what ""art"" is. For example, movie is a kind of art but the movies of action and violence are unhealthy for people. It is very difficult to elaborate what is absolutely legal of art.",Chinese
My favorit food is a Kimchi.,Korean
"
 I try to unusual food. Then I usually regret to eat food. But I like 
 
 it. Because It is very interest for me. When I try to unusual food, 
 
 sometimes I feel it is very delicious. So I so happy. Therefore I don't 

 regret to try to unusual food.",Korean
" My favorite hobby is cooking . Let me introduce how to cook my favorite dish, bulgogi. Bulgogi is beef marinated with soy sauce and other spices. It is easy to make. First, mix pear juice, sesame oil, sesame seeds, soy sauce, sugar and minced garlic. Then, put sirloin steaks in the bowl and marinate sirloin steaks for 5 hours in the sauce that you made. Finally, take out of steaks in the bowl and put the bulgogi on the electric grill. Bulgogi is a delicious dish.",Korean
"The English Language Institute (ELI) is a good school to teach English. The ELI has 63% male students, 37% female students and number students grow every year. First of all, I asked Hanan Elajaili a current ELI student, ""Why do you think the ELI is a good place to study?"" She said, ""Because it has excellent teachers and a stable program."" In addition, 66.67% form all the students take five courses, 14.67% they take four courses, 9.33% two courses and 14.67% take one course. Then, told me ANON_NAME_0 a current ELI student, about what do the students think are the strengths of the ELI, he said, ""It has good teachers the classes are very small and it helps me to contact my teachers, the ELI is located in Pittsburgh and it has good benefits."" Moreover, the students recommend the ELI to other students, because ""It has strong program and has many advantage,"" Hanan Elajaili said. In fact many students like the ELI at Pitt over other schools, consolidate that ANON_NAME_1 a current ELI student, said, ""Because the ELI has five classes every day and other schools don't have this system they also have many activities and I find many people to help me in this institute."" To conclude, I would like to say the ELI is a very strong school. ",Arabic
I live in the dontwone.,Arabic
"It is hard for me. Because I'm diffuse.
I can't concentrate on a task long time.",Korean
is a bland (flavorless),Chinese
salty and flavorful soaking liquid,Chinese
soak into,Chinese
"I had read the 4 stories in the chapter 1. I think the Cathy Maready and Aron Ralston did something is bad, because they never to told somebody their plan who is very dangerous. So the problem had come, nobody can help they. The NSR is good services, they did do very well, because they cave many people life. So I think this is good.and other good one is Ernest Shackleton. In 1914 he led expedition to the Antarcitc. in the way, they have problem he can help his team to pass the problem. So i think he is good.",Chinese
first I was so sipricy. and i will to got a plan you use the million dollars.,Chinese
I do some homework with my class meet,Arabic
"BP1) The Cathedral of Learning is very good place to studying English by yourself.
BP2) Pittsburgh has many educational places.
BP3) While you are studying English in the ELI, ELI teachers are very helpful to you.",Korean
Do you mind if I borrow your porche?,Korean
"My niece Rema: If you are planning to stay two months in the next summer , you ought to bring a lot of money and your credit card . So I think you shouldn't spend your money until that. 
See you.
",Arabic
My favorite food is India food.,Arabic
"Watching movies helps me relieve stress. When I am really stressed out at work, I love to relax at home by watching 'the Schrek.' I have watched the Schrek many times, every time I feel more relaxed and at ease. Various characters of Schrek are really funny, and silly. I love them. I can chuckle at watching 'the Schrek.'",Korean
decide,Arabic
"Yes, I think it is the right way to discover what you can eat. ",Arabic
"I study quickly because I was so tired,
I want to finish my homework as soon as
possible .",Chinese
"Young Min Kim interviews an American University student,Lisa Conroy.",Arabic
" Secondly,my teacher are lovely with me and all studient. they kind and helpful to teaching English. Also,they enphasis to participat togather as international friends.",Arabic
"I had many trips. I enjoyed my friends, and I understood America.",Korean
Could you help me?,Korean
"I think we should avoid strifes because it is not good for us.
Also, we will be angry to each other through strifes.",Korean
"The odor of stinky tofu becomes weaker after cooking.
",Arabic
he couldn't,Chinese
I've already cleaned room.I've already sent invitation. I've borrowed some chair yet. I've prepared music CD yet.I've bought food yet.I've already made menu.I've witten a guest list yet. ,Korean
"Because her teacher says it is a good way for me to practice writing in English, and to write about my experiences here in the United States.",Arabic
The Cathedral of Learning is 535 feet high.,Chinese
I am going to buy a house,Korean
"It requires bank statement.
It requires document which show registration visa interview.
 ",Korean
"After twelve days had passed, the soldier finally succeeded freeing himself.",Chinese
"In conclusion, these benefits are important. In particular, the benefit is the city of Pittsburgh. It changes constantly. When you join it, you can find it. 
 
",Chinese
"As anyplace else in the world. For example there are two or three countries in the same area of Iran has a nuclear program and no one speak about that and no one say anything about that, by the way the two countries are Israel and Pakistan. I think Iran has the right to has the nuclear weapon. ",Arabic
 The synonym for 'curcial' is 'necessary'.,Arabic
Could I eat the rest of the pizza?,Chinese
earn a lot of money.,Korean
"
 When I was 10 years old, I couldn't swim.But now I can swim.
 
 Then I could play the piano. However I cann't play the piano. Because
 
 I forget how to play the piano. And When I was 10 years old, I could

 dance very well. And now I also can dance. 


 (It is just example!!)",Korean
"Topic: The Characteristics of A Good Friend
 A good friend should have several important qualities. First, he/she should treat friends well. For example, he/she can share experiences with me or give me advice when I am confused or before I do something. And he/she also can support me when I need a favor. On the other hand, he/she should have some decent or positive qualities such as being honest, kind, and having ethical values. If he/she is an honest person, he/she will not lie to me. In addition, a kind person likes to help people and cares the friends ofter. Lastly, I think if he/she has ethical values, he/she can teach me to do things in the right way. All in all, when I look for a good friend, I will focus on what he/she does with friends and his/her personality.",Chinese
Can I make a phone call here?,Chinese
The patient experiend a kot of pain. ,Arabic
F/ They think that Pittsburgh still has a lot of air pollution.,Korean
"There are something goodthings or badthings about Music. First, Music has a few of goodthings that it can help the people feel comfortable and it can
help the people cooperation by being moved. Music
can help some people sleep well and can be good back up of the any story.
Moreover music not only make people cheer up but also feel love by extend their thinking or mind. 
Second, Mucis also has a side of harmful. Music ma
ke noisy and people feel deasy, so it also interru
pt concentrion when people something do. therefore
music can make the people violent think or behave.
At rast, some music is feel sorrow, sad, and groom
y so it can make people loose, razy even suicide.
Like this, when listen the music that people must
distinguish carefully music's goodthing and badthi
ngs.
",Korean
"The slamik sinter in the Pittsburgh

The second floor in the masjed in Pittsburgh is a special place. The office is on the left the door. The Like big area, it is huge .The person the ""the name emam"" in front of the people .when you walk in the door, the first thing they are a lot of window on the right and lift. It has beautiful view the garden in front of the masjed .It also nave parking there. In back of the people the women they are sitting behind the emam. Next to, there is the big box on both the door. The first floor it is big restaurant. On the right the door it has three bathrooms. This is small room for the man door. The first floor on the lift it has kitchen and one bathroom next to kitchen.

Thank you .",Arabic
" People have reasons to travel foreign country


The first reason is that a family enjoys travel during vacation. One can talk about many things with family and they can go to famous tourist Spot. The second reason is that students travel to study to foreign country to study. Students travel to learn about the country. Such as art and history museum help students .The third reason is that people want to travel for relaxation due to heavy work. When they decide to travel, they start whit write down travel list. In conclusion, by traveling foreign country, people can share their and feelings with that lovers, family and friends.


 
",Korean
"I lived in Pittsburgh and I have three roommates. One of my roommate like party very much, the music is loud, I want have a considerate roommate and don't party too late on that time. One of my roommate is reliable and have been very helpful since I arrived Pittsburgh. And the last roommate always keep the room neat, she just do homework and quietly at room. I lived in this room is very cheerful.",Chinese
"2) Do you think it is important for people to eat home-cooked food? Why or why not?

I think eating home food is quite important for people. First of all, it may make them healthier. If they cook by their selves, they can control the mount of oil, salt or other unhealthy condiment. Also, they can eat more vegetable instead of fast food. On the other hand, they can make sure that they use a high quality fresh food, not an expired food. Because of these reasons, I think people should eat home-cooked food.
",Chinese
I always participate in my Wrighting class ,Arabic
"Of course yes, because it is very important to now what activities or events are available in? ",Arabic
" It is important for people to eat home-cooked food. First, people now eat much more fast food than they used to. This can lead to long-term health problems such as obesity and heart disease. Second, people can have more time to eat with family at home, if they cook at home. Third, different people can cook different flavors even they use same recipe. Of course, people can find new fun when they cook. They will enjoy home-cooked by themselves. Eat home-cooked food is a very good thing.",Chinese
"Scott is going to continue studying English until He gets job. Wile he is in this class, he will read his books. When he finishes this class, he will study in level 4. He will stay in this country until his family goes to another country. He is going to get job until he gets married. He will be saving money after he has child. ",Arabic
I think animals are capable for their ownerd. If they are unhappy the animals give motivation thay can change their mind positively.,Korean
"My kitchen is very small space in my house. As you stand at kitchen entrance, you can see all of things in kitchen. The fridge is on the right corner,next to the entrance.The kitchen-stand is next to the fridge,and the sink is next to the kitchen-stand. The gas oven ",Chinese
"(f)
Pittsburgh is the largest city in southwestern Pennsylvania.",Arabic
"I saw a crime when I am a student in my country. That time I was a high school student. One day, I after test and want to got home, but when I got the door for the school. the some people who is from the conmunicate. They don't want I got out the school. They said:""If you got out here, we will hit you,"" So I went back to the classroom. when I ready went back, a student who like me and want to went home. the student didn't hear that people what to day. So that people hit the student who don't listened. After a faw minutes, The police got the school and took that people who from comunicate to office. ",Chinese
"You must follow the steps in the process carefully.

This is a new process to manage your company.

",Chinese
"Yes, to stop that, because I like children and I compassionate them, so this away not good for their life in future.",Arabic
* From your family or a part-time job.,Arabic
"Aziz called his family in Saudi Arabia, but they were outside and missed his call.",Chinese
used to take,Chinese
"The person is my teacher. Because I need good result. If She doen't give me grade , I will be fail. ",Korean
"Here are some suggestions I give you about how to learn English. First, the most important thing is to figure out Eng lish grammars which are like basketball game rules that you must know them very much before you play. This step is very imporant to your continued steps. Second, you have to catch a lot of informatoins from many different ways by reading and listening, and then you will know how to write and speak. For example, you can watch TV, listen radio or listen your favor music in English. Third, now, it is your time to show what you have learned by writing and listening-just like playing basketball. After practicing many times, it is the time to shoot and get points. There are my suggestions, and I hope that they are useful to you.",Chinese
"1-Tuition. 
2-Texts books. 
3-Stationery.
4-Clothe.
5-Travel.
6-Campus housing for the student who live there. 







",Arabic
"One of the things that I have been successful at is trimming my dog's fur perfectly. I used to bring my dog to a pet salon to take a bath and trim her fur. One day, I felt that maybe I could do it by myself and I thought it was good for improving the relationship of my dog and I and also good for saving money. The problem was that I never did it before, so it was a difficult task to start it. I remembered that the first time I finished trimming my dog, and my mother said ""What did you do for the dog? She looked terrible"" when she saw it. Then she asked me to bring my dog to a pet salon and cut her all fur. I didn't give up and tried to do something to improve my skill. One of the things that contributed to my success was that I read a lot of books and magazines that introduce how to trim your pets' fur by yourself. For example, you should buy a suitable scissors and comb, that is, you have to prepare correct tools. The second thing that contributed to my success was I went to a pet salon and observed how the pets stylists did. There I saw them how to use the tools and imitate their skills. The final thing that contributed to my success was I practiced many times. In order to get more chance to practice, I went to a stray dog center and volunteered to help washing and trimming dogs. I've done this job for several months. Now, I can trim my dog's fur beautifully.",Chinese
"We have to prepare visa and passport early.
before we go, learn some of the language, and read about some common customs in our host country. Bring some of it, and a credit card.

I also prepare visa and passport early.
And I have enough rest.
I search bofore I came to Pittsburgh.",Korean
"f
it is not as famous as philadelphia",Arabic
""" Lucky for me he late too I actually arrived at class for he did,"" Tom said,"" happlit.""",Arabic
"Firstly,i think the foreign language can help me travel other country.Then,i think it can provide more work opportunity to me. ",Chinese
"
No, we had the US food in my country as a brands food , but our food its similar indian food : rice , vegetable, spices, meet or chicken or fish .... we use a lot of organic things in our food mix and cook to gather .",Arabic
"Writing in English

Here are a few instructions for typing in English. English sentences begin with a capital letter, and they usually end with a period. Hold the shift key down and type a letter to make a capital letter. Use the space bar to put one space between words. Also, put one space after a comma or period. Do not hit the enter key at the end of aline.
 Use",Arabic
""" If that does not,"" Mary offered,"" I will call you when I leave for class.""",Arabic
"no. for example, I am a Chinese student i talk with my friend from my countrywe will be speck Chinese all time. my English can't improve. ",Chinese
June-27-1988,Arabic
"Second, another kind of movies which I watch on a TV is action movies.",Arabic
"No, it's ok.",Korean
"
Bedouins are a big group. they are in Saudi Arabia, but they 
first group which live in Saudi Arabia, so they are native Saudi. 
In fact they are friendly. Bedouins have managed to lead full and productive lives in the deserts of Saudi Arabia for millennia, but now is different the Bedouins aren't hard working. For example, King Abdul Aziz himself implemented a policy of easing their way of life, establishing schools and setting up resources for cultivating land close to sources of water. In addition, numerous roads were built in rural areas connecting various oases and wells so that Bedouin migration would be easier. Ever since King Abdul Aziz Bin Abdul ANON_NAME_0 Al-ANON_NAME_1 founded the modern Kingdom of Saudi Arabia, great efforts have been taken to provide all services to the Bedouins, so they the best group, and important group in Saudi Government.
 Usually Bedouins are hospitality For example, Bedouin hospitality is reflected in the coffee and tea pots prepared for guests at a gathering in the desert before and right now in cities. Often Bedouins wear special clothes. For instance, they often wear a Thop, and Shmak. The a Thop is like an ankle length piece of clothing which is long and fits loosely and the Shmak is like head gear. In addition, they have special cars. For example, they usually buy Jeep,GMC and Truck. On the other hand, when you talk with Bedouins you will see their accent is very fast. It's a different accent from other groups. Usually the Bedouins are rich men in Saudi Arabia. For example, they have a lot of camels and lambs just for business, so they are rich men. 
 
",Arabic
I can not find the topic sentence in this context.,Chinese
" My new study habit

 MOst people have their own rootines when they study. For example, I must lock my door before I start to write. If I don;t lock my door, I can't study, do homework,or Write. This is a new study habit I do in pittsburgh. Also I need a cup of milk as well. i also like when my surroundings are messy. For instance, having all of my books with me help me to focus. My study routine is very important to me.",Korean
"Lisa Conroy is an American university student,and Young Min is a interviewer.",Korean
I am wearing a white jacket and red pants .,Chinese
"<I could save some money>
 I think that money is an important element of my life. Many people want to succeed in their life, but few people could make a hit. Like that Rome was not built in a day, it takes long time to succeed in life. I want to explain about my experience. In 2001, I graduated from college and I got a job with KBS (Korean Broadcasting System). When I received my first paycheck, I spent all the money for me. I couldn't save any money. So I blamed myself. After then I decided to save money regularly. After one year, I could save much money. In 2002, I resigned my work because I wanted to study more. So, I went to Italy. I didn't have to borrow from my parents because I had enough money to study in Italy for one year. When I returned to Korea in 2003, I had taught children for one year and I could save money again. If I had not save money, I couldn't have studied and made happy memories in Italy. I think that saving money is easier than making money. I want to feel an accomplishment by saving money. Now my husband and I have lived for one year in Pittsburgh because he has worked for UPMC since Jan., 2005. I'm studying in ELI and I don't work now. So we made a plan for our future. We paid retirement allowance, medical insurance every month. Also we determined to save some money for our future. Success of life isn't a big thing. Although we can't make much money at once, but we can save some money and I confirm that this money will be our nest-egg.",Korean
"
He was the most important influence in my life.",Arabic
